Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12
09/07/2019,6:54 AM,70,66,87%,SW,10mph,0mph,28.62in,0.0in,Cloudy,1:00 AM
09/07/2019,7:54 AM,72,66,81%,SW,12mph,0mph,28.63in,0.0in,Mostly Cloudy,1:00 AM
09/07/2019,8:54 AM,76,67,74%,SW,13mph,0mph,28.63in,0.0in,air,1:00 AM
09/07/2019,9:54 AM,80,68,67%,S,10mph,0mph,28.62in,0.0in,Partly Cloudy,1:00 AM
09/07/2019,10:54 AM,82,68,62%,SW,13mph,0mph,28.63in,0.0in,air,1:00 AM
09/07/2019,11:54 AM,84,67,56%,SW,13mph,0mph,28.63in,0.0in,air,1:00 AM
09/07/2019,12:54 PM,87,68,53%,WSW,13mph,23mph,28.62in,0.0in,air,1:00 AM
09/07/2019,1:54 PM,89,69,52%,WSW,14mph,25mph,28.63in,0.0in,air,1:00 AM
09/07/2019,2:54 PM,90,69,50%,WSW,15mph,0mph,28.62in,0.0in,air,1:00 AM
09/07/2019,3:54 PM,90,71,54%,WSW,14mph,0mph,28.62in,0.0in,air,1:00 AM
09/07/2019,4:54 PM,90,70,52%,SW,14mph,0mph,28.62in,0.0in,air,1:00 AM
09/07/2019,5:54 PM,89,70,53%,SW,14mph,0mph,28.63in,0.0in,air,1:00 AM
09/07/2019,6:54 PM,88,72,59%,SW,7mph,0mph,28.65in,0.0in,air,1:00 AM
09/07/2019,7:54 PM,85,73,67%,SW,6mph,0mph,28.65in,0.0in,air,1:00 AM
09/07/2019,8:54 PM,80,73,79%,CALM,0mph,0mph,28.67in,0.0in,air,1:00 AM
09/07/2019,9:54 PM,80,73,79%,CALM,0mph,0mph,28.69in,0.0in,air,1:00 AM
09/07/2019,10:54 PM,76,72,87%,CALM,0mph,0mph,28.70in,0.0in,air,1:00 AM
10/07/2019,11:54 PM,73,70,90%,N,5mph,0mph,28.71in,0.0in,air,1:00 AM
10/07/2019,12:54 AM,74,71,91%,CALM,0mph,0mph,28.72in,0.0in,air,###############################################################################################################################################################################################################################################################
10/07/2019,1:54 AM,73,70,90%,CALM,0mph,0mph,28.71in,0.0in,air,1:00 AM
10/07/2019,2:54 AM,74,70,87%,NE,5mph,0mph,28.74in,0.0in,air,1:00 AM
10/07/2019,3:54 AM,73,68,84%,N,9mph,0mph,28.78in,0.0in,air,1:00 AM
10/07/2019,4:54 AM,72,64,76%,NE,3mph,0mph,28.79in,0.0in,air,1:00 AM
10/07/2019,5:54 AM,70,63,78%,N,7mph,0mph,28.81in,0.0in,Light Rain,1:00 AM
10/07/2019,6:54 AM,70,61,73%,NW,10mph,0mph,28.85in,0.0in,air,1:00 AM
10/07/2019,7:54 AM,71,59,66%,NNW,6mph,0mph,28.85in,0.0in,air,1:00 AM
10/07/2019,8:54 AM,73,56,55%,NW,13mph,0mph,28.85in,0.0in,air,1:00 AM
10/07/2019,9:54 AM,78,55,45%,NW,15mph,0mph,28.84in,0.0in,air,1:00 AM
10/07/2019,10:54 AM,81,56,42%,NNW,20mph,0mph,28.84in,0.0in,air,1:00 AM
10/07/2019,11:54 AM,83,55,38%,NW,16mph,28mph,28.83in,0.0in,air,1:00 AM
10/07/2019,12:54 PM,85,54,34%,NW,23mph,32mph,28.82in,0.0in,air / Windy,1:00 AM
10/07/2019,1:54 PM,86,54,33%,NW,15mph,25mph,28.82in,0.0in,air,1:00 AM
10/07/2019,2:54 PM,86,56,36%,NW,16mph,0mph,28.81in,0.0in,air,1:00 AM
10/07/2019,3:54 PM,86,56,36%,NW,22mph,32mph,28.81in,0.0in,Haze / Windy,1:00 AM
10/07/2019,4:54 PM,85,58,40%,NW,17mph,0mph,28.81in,0.0in,air,1:00 AM
10/07/2019,5:54 PM,84,59,43%,NNW,16mph,0mph,28.81in,0.0in,Partly Cloudy,1:00 AM
10/07/2019,6:54 PM,81,60,49%,N,12mph,0mph,28.83in,0.0in,air,1:00 AM
10/07/2019,7:54 PM,75,61,62%,N,6mph,0mph,28.83in,0.0in,air,1:00 AM
10/07/2019,8:54 PM,76,61,60%,CALM,0mph,0mph,28.85in,0.0in,air,1:00 AM
10/07/2019,9:54 PM,71,61,70%,NNW,5mph,0mph,28.86in,0.0in,air,1:00 AM
10/07/2019,10:54 PM,68,62,81%,NW,3mph,0mph,28.88in,0.0in,Mostly Cloudy,1:00 AM
11/07/2019,11:54 PM,66,61,84%,NNW,3mph,0mph,28.88in,0.0in,Mostly Cloudy,1:00 AM
11/07/2019,12:54 AM,65,61,87%,N,7mph,0mph,28.88in,0.0in,air,###############################################################################################################################################################################################################################################################
11/07/2019,1:54 AM,63,60,90%,N,5mph,0mph,28.87in,0.0in,air,1:00 AM
11/07/2019,2:54 AM,62,59,90%,NNW,6mph,0mph,28.87in,0.0in,air,1:00 AM
11/07/2019,3:54 AM,65,60,84%,NNW,6mph,0mph,28.87in,0.0in,air,1:00 AM
11/07/2019,4:54 AM,61,58,90%,N,6mph,0mph,28.86in,0.0in,air,1:00 AM
11/07/2019,5:54 AM,63,59,87%,N,6mph,0mph,28.87in,0.0in,air,1:00 AM
11/07/2019,6:54 AM,68,62,81%,N,5mph,0mph,28.88in,0.0in,air,1:00 AM
11/07/2019,7:54 AM,74,63,68%,NNW,7mph,0mph,28.89in,0.0in,air,1:00 AM
11/07/2019,8:54 AM,77,64,64%,N,6mph,0mph,28.89in,0.0in,air,1:00 AM
11/07/2019,9:54 AM,80,62,54%,N,9mph,0mph,28.88in,0.0in,air,1:00 AM
11/07/2019,10:54 AM,81,61,50%,NNE,8mph,17mph,28.86in,0.0in,air,1:00 AM
11/07/2019,11:54 AM,83,60,46%,NNW,12mph,0mph,28.85in,0.0in,air,1:00 AM
11/07/2019,12:54 PM,85,60,43%,NE,8mph,0mph,28.83in,0.0in,air,1:00 AM
11/07/2019,1:54 PM,86,58,38%,VAR,5mph,0mph,28.81in,0.0in,air,1:00 AM
11/07/2019,2:54 PM,87,59,39%,VAR,3mph,0mph,28.79in,0.0in,air,1:00 AM
11/07/2019,3:54 PM,86,58,38%,ENE,7mph,0mph,28.77in,0.0in,air,1:00 AM
11/07/2019,4:54 PM,87,57,36%,NNE,7mph,0mph,28.76in,0.0in,air,1:00 AM
11/07/2019,5:54 PM,85,58,40%,ENE,7mph,0mph,28.75in,0.0in,air,1:00 AM
11/07/2019,6:54 PM,82,59,45%,ENE,8mph,0mph,28.74in,0.0in,air,1:00 AM
11/07/2019,7:54 PM,77,59,54%,SSE,5mph,0mph,28.75in,0.0in,air,1:00 AM
11/07/2019,8:54 PM,76,58,54%,CALM,0mph,0mph,28.75in,0.0in,air,1:00 AM
11/07/2019,9:54 PM,74,59,59%,CALM,0mph,0mph,28.75in,0.0in,air,1:00 AM
11/07/2019,10:54 PM,71,61,70%,CALM,0mph,0mph,28.73in,0.0in,air,1:00 AM
12/07/2019,11:54 PM,71,60,68%,CALM,0mph,0mph,28.74in,0.0in,air,1:00 AM
12/07/2019,12:54 AM,68,61,78%,CALM,0mph,0mph,28.74in,0.0in,air,###############################################################################################################################################################################################################################################################
12/07/2019,1:54 AM,65,61,87%,CALM,0mph,0mph,28.75in,0.0in,air,1:00 AM
12/07/2019,2:54 AM,64,61,90%,CALM,0mph,0mph,28.75in,0.0in,air,1:00 AM
12/07/2019,3:54 AM,65,61,87%,SSE,3mph,0mph,28.75in,0.0in,air,1:00 AM
12/07/2019,4:54 AM,63,60,90%,SE,5mph,0mph,28.73in,0.0in,air,1:00 AM
12/07/2019,5:54 AM,64,60,87%,S,3mph,0mph,28.73in,0.0in,air,1:00 AM
12/07/2019,6:54 AM,69,63,81%,S,3mph,0mph,28.74in,0.0in,air,1:00 AM
12/07/2019,7:54 AM,76,63,64%,S,8mph,0mph,28.73in,0.0in,air,1:00 AM
12/07/2019,8:54 AM,80,63,56%,S,12mph,0mph,28.72in,0.0in,air,1:00 AM
12/07/2019,9:54 AM,83,64,53%,SSW,10mph,0mph,28.72in,0.0in,air,1:00 AM
12/07/2019,10:54 AM,86,66,51%,S,12mph,0mph,28.72in,0.0in,air,1:00 AM
12/07/2019,11:54 AM,87,66,49%,SW,14mph,0mph,28.71in,0.0in,air,1:00 AM
12/07/2019,12:54 PM,90,66,45%,SSW,8mph,0mph,28.71in,0.0in,air,1:00 AM
12/07/2019,1:54 PM,91,66,43%,SSW,13mph,0mph,28.70in,0.0in,air,1:00 AM
12/07/2019,2:54 PM,91,66,43%,S,13mph,0mph,28.69in,0.0in,air,1:00 AM
12/07/2019,3:54 PM,90,66,45%,S,13mph,0mph,28.67in,0.0in,air,1:00 AM
12/07/2019,4:54 PM,90,67,46%,S,12mph,0mph,28.67in,0.0in,air,1:00 AM
12/07/2019,5:54 PM,88,67,49%,SSW,10mph,0mph,28.68in,0.0in,air,1:00 AM
12/07/2019,6:54 PM,86,67,53%,SSW,6mph,0mph,28.70in,0.0in,air,1:00 AM
12/07/2019,7:54 PM,82,68,62%,SSW,5mph,0mph,28.69in,0.0in,air,1:00 AM
12/07/2019,8:54 PM,78,68,71%,S,7mph,0mph,28.70in,0.0in,air,1:00 AM
12/07/2019,9:54 PM,74,66,76%,S,7mph,0mph,28.71in,0.0in,air,1:00 AM
12/07/2019,10:54 PM,72,64,76%,S,7mph,0mph,28.71in,0.0in,air,1:00 AM
13/07/2019,11:54 PM,71,64,78%,CALM,0mph,0mph,28.71in,0.0in,air,1:00 AM
13/07/2019,12:54 AM,72,64,76%,SSE,3mph,0mph,28.71in,0.0in,air,###############################################################################################################################################################################################################################################################
13/07/2019,1:54 AM,73,64,73%,CALM,0mph,0mph,28.71in,0.0in,Partly Cloudy,1:00 AM
13/07/2019,2:54 AM,73,65,76%,WNW,7mph,0mph,28.75in,0.0in,air,1:00 AM
13/07/2019,3:54 AM,72,66,81%,ENE,3mph,0mph,28.76in,0.0in,air,1:00 AM
13/07/2019,4:54 AM,71,66,84%,S,5mph,0mph,28.75in,0.0in,air,1:00 AM
13/07/2019,5:54 AM,73,66,79%,SW,7mph,0mph,28.76in,0.0in,air,1:00 AM
13/07/2019,6:54 AM,73,67,81%,S,6mph,0mph,28.76in,0.0in,air,1:00 AM
13/07/2019,7:54 AM,78,67,68%,SE,8mph,0mph,28.78in,0.0in,air,1:00 AM
13/07/2019,8:54 AM,79,67,66%,SSE,17mph,0mph,28.74in,0.0in,Partly Cloudy,1:00 AM
13/07/2019,9:54 AM,82,70,67%,SSW,12mph,0mph,28.76in,0.0in,air,1:00 AM
13/07/2019,10:54 AM,85,69,59%,SW,12mph,0mph,28.78in,0.0in,air,1:00 AM
13/07/2019,11:54 AM,86,68,55%,S,12mph,0mph,28.77in,0.0in,air,1:00 AM
13/07/2019,12:54 PM,88,67,49%,SSW,15mph,21mph,28.77in,0.0in,air,1:00 AM
13/07/2019,1:54 PM,88,68,51%,SSW,8mph,0mph,28.76in,0.0in,air,1:00 AM
13/07/2019,2:54 PM,90,68,48%,SSW,12mph,0mph,28.76in,0.0in,air,1:00 AM
13/07/2019,3:54 PM,90,67,46%,SSW,10mph,0mph,28.75in,0.0in,air,1:00 AM
13/07/2019,4:54 PM,90,67,46%,SSW,9mph,0mph,28.73in,0.0in,air,1:00 AM
13/07/2019,5:54 PM,89,66,46%,S,10mph,0mph,28.73in,0.0in,air,1:00 AM
13/07/2019,6:54 PM,86,67,53%,SSE,9mph,0mph,28.73in,0.0in,air,1:00 AM
13/07/2019,7:54 PM,81,67,62%,S,6mph,0mph,28.74in,0.0in,air,1:00 AM
13/07/2019,8:54 PM,81,67,62%,SSE,3mph,0mph,28.76in,0.0in,air,1:00 AM
13/07/2019,9:54 PM,80,67,64%,SSW,3mph,0mph,28.77in,0.0in,air,1:00 AM
13/07/2019,10:54 PM,77,67,71%,CALM,0mph,0mph,28.77in,0.0in,air,1:00 AM
14/07/2019,11:54 PM,74,67,79%,SSE,6mph,0mph,28.77in,0.0in,air,1:00 AM
14/07/2019,12:54 AM,73,67,81%,SSE,5mph,0mph,28.77in,0.0in,air,###############################################################################################################################################################################################################################################################
14/07/2019,1:54 AM,70,66,87%,S,5mph,0mph,28.78in,0.0in,air,1:00 AM
14/07/2019,2:54 AM,71,66,84%,S,3mph,0mph,28.78in,0.0in,air,1:00 AM
14/07/2019,3:54 AM,70,66,87%,CALM,0mph,0mph,28.79in,0.0in,air,1:00 AM
14/07/2019,4:54 AM,69,66,90%,S,5mph,0mph,28.80in,0.0in,air,1:00 AM
14/07/2019,5:54 AM,70,66,87%,CALM,0mph,0mph,28.81in,0.0in,air,1:00 AM
14/07/2019,6:54 AM,74,68,82%,SSE,5mph,0mph,28.81in,0.0in,air,1:00 AM
14/07/2019,7:54 AM,79,68,69%,WSW,5mph,0mph,28.81in,0.0in,air,1:00 AM
14/07/2019,8:54 AM,85,69,59%,SW,7mph,0mph,28.81in,0.0in,air,1:00 AM
14/07/2019,9:54 AM,86,67,53%,SSW,13mph,0mph,28.78in,0.0in,air,1:00 AM
14/07/2019,10:54 AM,89,68,50%,S,16mph,22mph,28.79in,0.0in,air,1:00 AM
14/07/2019,11:54 AM,90,68,48%,SW,16mph,28mph,28.78in,0.0in,air,1:00 AM
14/07/2019,12:54 PM,91,68,47%,SW,12mph,0mph,28.77in,0.0in,air,1:00 AM
14/07/2019,1:54 PM,93,67,42%,SSW,14mph,21mph,28.76in,0.0in,air,1:00 AM
14/07/2019,2:54 PM,92,67,44%,S,8mph,0mph,28.75in,0.0in,air,1:00 AM
14/07/2019,3:54 PM,92,67,44%,SSE,13mph,0mph,28.74in,0.0in,air,1:00 AM
14/07/2019,4:54 PM,91,66,43%,S,14mph,0mph,28.72in,0.0in,air,1:00 AM
14/07/2019,5:54 PM,90,65,43%,S,15mph,0mph,28.71in,0.0in,air,1:00 AM
14/07/2019,6:54 PM,87,66,49%,S,12mph,0mph,28.70in,0.0in,air,1:00 AM
14/07/2019,7:54 PM,82,66,58%,S,8mph,0mph,28.71in,0.0in,air,1:00 AM
14/07/2019,8:54 PM,77,67,71%,S,7mph,0mph,28.71in,0.0in,air,1:00 AM
14/07/2019,9:54 PM,77,68,74%,S,6mph,0mph,28.72in,0.0in,air,1:00 AM
14/07/2019,10:54 PM,75,68,79%,SSE,8mph,0mph,28.71in,0.0in,air,1:00 AM
15/07/2019,11:54 PM,75,69,82%,S,8mph,0mph,28.71in,0.0in,air,1:00 AM
15/07/2019,12:54 AM,75,69,82%,S,9mph,0mph,28.71in,0.0in,air,###############################################################################################################################################################################################################################################################
15/07/2019,1:54 AM,77,71,82%,S,12mph,0mph,28.71in,0.0in,air,1:00 AM
15/07/2019,2:54 AM,75,70,84%,S,8mph,0mph,28.71in,0.0in,air,1:00 AM
15/07/2019,3:54 AM,74,70,87%,S,8mph,0mph,28.71in,0.0in,air,1:00 AM
15/07/2019,4:54 AM,74,69,85%,S,9mph,0mph,28.71in,0.0in,air,1:00 AM
15/07/2019,5:54 AM,75,70,84%,S,7mph,0mph,28.71in,0.0in,air,1:00 AM
15/07/2019,6:54 AM,77,70,79%,S,9mph,0mph,28.71in,0.0in,air,1:00 AM
15/07/2019,7:54 AM,81,71,72%,S,14mph,0mph,28.71in,0.0in,air,1:00 AM
15/07/2019,8:54 AM,83,70,65%,S,15mph,0mph,28.71in,0.0in,air,1:00 AM
15/07/2019,9:54 AM,85,72,65%,S,10mph,0mph,28.70in,0.0in,air,1:00 AM
15/07/2019,10:54 AM,88,71,57%,S,13mph,0mph,28.69in,0.0in,air,1:00 AM
15/07/2019,11:54 AM,89,71,55%,S,16mph,0mph,28.68in,0.0in,air,1:00 AM
15/07/2019,12:54 PM,90,71,54%,SSW,13mph,20mph,28.67in,0.0in,air,1:00 AM
15/07/2019,1:54 PM,91,71,52%,S,14mph,21mph,28.66in,0.0in,air,1:00 AM
15/07/2019,2:54 PM,91,70,50%,SSW,12mph,0mph,28.65in,0.0in,air,1:00 AM
15/07/2019,3:54 PM,91,70,50%,S,12mph,22mph,28.63in,0.0in,air,1:00 AM
15/07/2019,4:54 PM,91,69,48%,S,14mph,0mph,28.62in,0.0in,air,1:00 AM
15/07/2019,5:54 PM,89,68,50%,S,9mph,0mph,28.62in,0.0in,air,1:00 AM
15/07/2019,6:54 PM,86,69,57%,S,8mph,0mph,28.62in,0.0in,air,1:00 AM
15/07/2019,7:54 PM,81,68,65%,S,8mph,0mph,28.62in,0.0in,air,1:00 AM
15/07/2019,8:54 PM,79,68,69%,S,8mph,0mph,28.64in,0.0in,air,1:00 AM
15/07/2019,9:54 PM,78,68,71%,S,10mph,0mph,28.61in,0.0in,air,1:00 AM
15/07/2019,10:54 PM,78,68,71%,S,8mph,0mph,28.61in,0.0in,air,1:00 AM
16/07/2019,11:54 PM,77,68,74%,SSW,6mph,0mph,28.65in,0.0in,air,1:00 AM
16/07/2019,12:54 AM,74,67,79%,S,5mph,0mph,28.64in,0.0in,air,###############################################################################################################################################################################################################################################################
16/07/2019,1:54 AM,72,67,84%,S,7mph,0mph,28.63in,0.0in,air,1:00 AM
16/07/2019,2:54 AM,73,67,81%,SSE,3mph,0mph,28.64in,0.0in,air,1:00 AM
16/07/2019,3:54 AM,73,68,84%,SW,3mph,0mph,28.65in,0.0in,Partly Cloudy,1:00 AM
16/07/2019,4:54 AM,73,70,90%,NW,8mph,0mph,28.69in,0.3in,Heavy Rain,1:00 AM
16/07/2019,5:54 AM,74,70,87%,W,3mph,0mph,28.70in,0.0in,Partly Cloudy,1:00 AM
16/07/2019,6:54 AM,74,70,87%,W,5mph,0mph,28.68in,0.0in,Light Rain,1:00 AM
16/07/2019,7:54 AM,72,68,87%,SSE,15mph,0mph,28.65in,0.0in,Light Rain,1:00 AM
16/07/2019,8:54 AM,74,67,79%,ESE,8mph,0mph,28.67in,0.0in,air,1:00 AM
16/07/2019,9:54 AM,77,69,76%,SE,9mph,0mph,28.64in,0.0in,air,1:00 AM
16/07/2019,10:54 AM,82,69,65%,SSE,7mph,0mph,28.66in,0.0in,air,1:00 AM
16/07/2019,11:54 AM,85,69,59%,SSE,5mph,0mph,28.66in,0.0in,air,1:00 AM
16/07/2019,12:54 PM,88,70,55%,SW,9mph,0mph,28.64in,0.0in,air,1:00 AM
16/07/2019,1:54 PM,89,71,55%,VAR,6mph,0mph,28.64in,0.0in,air,1:00 AM
16/07/2019,2:54 PM,91,71,52%,S,7mph,0mph,28.63in,0.0in,Partly Cloudy,1:00 AM
16/07/2019,3:54 PM,91,70,50%,VAR,3mph,0mph,28.62in,0.0in,air,1:00 AM
16/07/2019,4:54 PM,90,71,54%,S,6mph,0mph,28.61in,0.0in,air,1:00 AM
16/07/2019,5:54 PM,87,71,59%,SSW,5mph,0mph,28.61in,0.0in,Partly Cloudy,1:00 AM
16/07/2019,6:54 PM,87,72,61%,SSE,10mph,0mph,28.61in,0.0in,air,1:00 AM
16/07/2019,7:54 PM,84,71,65%,SSE,5mph,0mph,28.60in,0.0in,air,1:00 AM
16/07/2019,8:54 PM,85,71,63%,ESE,3mph,0mph,28.63in,0.0in,air,1:00 AM
16/07/2019,9:54 PM,84,71,65%,CALM,0mph,0mph,28.64in,0.0in,air,1:00 AM
16/07/2019,10:54 PM,80,72,76%,SSE,5mph,0mph,28.63in,0.0in,air,1:00 AM
17/07/2019,11:54 PM,79,73,82%,S,7mph,0mph,28.62in,0.0in,air,1:00 AM
17/07/2019,12:54 AM,80,72,76%,SSE,10mph,0mph,28.61in,0.0in,air,###############################################################################################################################################################################################################################################################
17/07/2019,1:54 AM,79,72,79%,SSE,8mph,0mph,28.60in,0.0in,air,1:00 AM
17/07/2019,2:54 AM,78,72,81%,SSE,10mph,0mph,28.58in,0.0in,air,1:00 AM
17/07/2019,3:54 AM,77,72,84%,SSE,9mph,0mph,28.56in,0.0in,air,1:00 AM
17/07/2019,4:54 AM,78,71,79%,SSE,8mph,0mph,28.56in,0.0in,air,1:00 AM
17/07/2019,5:54 AM,79,71,77%,SSE,12mph,0mph,28.56in,0.0in,air,1:00 AM
17/07/2019,6:54 AM,80,72,76%,S,18mph,0mph,28.53in,0.0in,air,1:00 AM
17/07/2019,7:54 AM,84,72,67%,S,15mph,26mph,28.52in,0.0in,air,1:00 AM
17/07/2019,8:54 AM,87,72,61%,NNW,6mph,0mph,28.58in,0.0in,air,1:00 AM
17/07/2019,9:54 AM,89,72,57%,S,14mph,20mph,28.55in,0.0in,air,1:00 AM
17/07/2019,10:54 AM,92,72,52%,SSW,14mph,25mph,28.55in,0.0in,air,1:00 AM
17/07/2019,11:54 AM,93,72,50%,S,9mph,0mph,28.56in,0.0in,air,1:00 AM
17/07/2019,12:54 PM,93,72,50%,SSW,15mph,0mph,28.54in,0.0in,air,1:00 AM
17/07/2019,1:54 PM,96,73,47%,SSW,14mph,23mph,28.51in,0.0in,air,1:00 AM
17/07/2019,2:54 PM,97,74,47%,S,15mph,0mph,28.50in,0.0in,air,1:00 AM
17/07/2019,3:54 PM,98,73,44%,SSW,15mph,26mph,28.48in,0.0in,air,1:00 AM
17/07/2019,4:54 PM,97,74,47%,S,14mph,0mph,28.47in,0.0in,air,1:00 AM
17/07/2019,5:54 PM,97,73,46%,S,17mph,26mph,28.45in,0.0in,air,1:00 AM
17/07/2019,6:54 PM,94,74,52%,S,16mph,0mph,28.45in,0.0in,air,1:00 AM
17/07/2019,7:54 PM,91,71,52%,S,15mph,0mph,28.44in,0.0in,air,1:00 AM
17/07/2019,8:54 PM,90,68,48%,S,16mph,0mph,28.45in,0.0in,air,1:00 AM
17/07/2019,9:54 PM,89,68,50%,S,16mph,0mph,28.46in,0.0in,air,1:00 AM
17/07/2019,10:54 PM,87,66,49%,S,17mph,0mph,28.47in,0.0in,air,1:00 AM
18/07/2019,11:54 PM,87,68,53%,S,17mph,25mph,28.48in,0.0in,air,1:00 AM
18/07/2019,12:54 AM,87,68,53%,S,17mph,28mph,28.47in,0.0in,air,###############################################################################################################################################################################################################################################################
18/07/2019,1:54 AM,85,68,57%,S,18mph,26mph,28.47in,0.0in,air,1:00 AM
18/07/2019,2:54 AM,85,69,59%,SSW,15mph,0mph,28.47in,0.0in,air,1:00 AM
18/07/2019,3:54 AM,85,68,57%,SW,15mph,26mph,28.49in,0.0in,Partly Cloudy,1:00 AM
18/07/2019,4:54 AM,83,68,60%,N,13mph,0mph,28.49in,0.0in,Thunder in the Vicinity,1:00 AM
18/07/2019,5:54 AM,81,68,65%,SE,14mph,0mph,28.49in,0.0in,Mostly Cloudy,1:00 AM
18/07/2019,6:54 AM,81,69,67%,W,3mph,0mph,28.51in,0.0in,air,1:00 AM
18/07/2019,7:54 AM,84,71,65%,SSW,10mph,0mph,28.50in,0.0in,air,1:00 AM
18/07/2019,8:54 AM,87,70,57%,SSW,17mph,0mph,28.49in,0.0in,air,1:00 AM
18/07/2019,9:54 AM,89,71,55%,SSW,16mph,25mph,28.48in,0.0in,air,1:00 AM
18/07/2019,10:54 AM,91,71,52%,S,20mph,26mph,28.48in,0.0in,air,1:00 AM
18/07/2019,11:54 AM,93,73,52%,SSW,20mph,0mph,28.46in,0.0in,air,1:00 AM
18/07/2019,12:54 PM,94,73,51%,S,17mph,0mph,28.44in,0.0in,air,1:00 AM
18/07/2019,1:54 PM,95,73,49%,SSW,18mph,0mph,28.44in,0.0in,air,1:00 AM
18/07/2019,2:54 PM,97,73,46%,SSW,17mph,26mph,28.44in,0.0in,air,1:00 AM
18/07/2019,3:54 PM,97,74,47%,SSW,17mph,0mph,28.43in,0.0in,air,1:00 AM
18/07/2019,4:54 PM,97,73,46%,SSW,14mph,25mph,28.42in,0.0in,air,1:00 AM
18/07/2019,5:54 PM,96,76,52%,S,14mph,0mph,28.41in,0.0in,air,1:00 AM
18/07/2019,6:54 PM,93,75,56%,S,9mph,0mph,28.41in,0.0in,air,1:00 AM
18/07/2019,7:54 PM,90,75,61%,S,8mph,0mph,28.42in,0.0in,air,1:00 AM
18/07/2019,8:54 PM,88,74,63%,SSW,5mph,0mph,28.44in,0.0in,air,1:00 AM
18/07/2019,9:54 PM,86,74,67%,S,3mph,0mph,28.46in,0.0in,air,1:00 AM
18/07/2019,10:54 PM,84,73,69%,SSW,6mph,0mph,28.47in,0.0in,air,1:00 AM
19/07/2019,11:54 PM,85,71,63%,S,7mph,0mph,28.47in,0.0in,air,1:00 AM
19/07/2019,12:54 AM,83,70,65%,S,13mph,0mph,28.47in,0.0in,air,###############################################################################################################################################################################################################################################################
19/07/2019,1:54 AM,84,69,61%,SSW,14mph,0mph,28.47in,0.0in,air,1:00 AM
19/07/2019,2:54 AM,82,69,65%,S,10mph,0mph,28.47in,0.0in,air,1:00 AM
19/07/2019,3:54 AM,81,70,69%,S,12mph,0mph,28.47in,0.0in,air,1:00 AM
19/07/2019,4:54 AM,79,70,74%,S,12mph,0mph,28.47in,0.0in,air,1:00 AM
19/07/2019,5:54 AM,79,70,74%,S,10mph,0mph,28.48in,0.0in,air,1:00 AM
19/07/2019,6:54 AM,82,70,67%,SSW,13mph,0mph,28.48in,0.0in,air,1:00 AM
19/07/2019,7:54 AM,85,70,61%,SSW,15mph,25mph,28.48in,0.0in,air,1:00 AM
19/07/2019,8:54 AM,88,70,55%,SSW,16mph,0mph,28.49in,0.0in,air,1:00 AM
19/07/2019,9:54 AM,91,71,52%,S,15mph,0mph,28.50in,0.0in,air,1:00 AM
19/07/2019,10:54 AM,93,72,50%,S,16mph,0mph,28.50in,0.0in,air,1:00 AM
19/07/2019,11:54 AM,95,73,49%,S,14mph,0mph,28.49in,0.0in,air,1:00 AM
19/07/2019,12:54 PM,97,73,46%,S,18mph,0mph,28.48in,0.0in,air,1:00 AM
19/07/2019,1:54 PM,97,74,47%,S,18mph,25mph,28.48in,0.0in,air,1:00 AM
19/07/2019,2:54 PM,99,73,43%,S,21mph,32mph,28.47in,0.0in,air / Windy,1:00 AM
19/07/2019,3:54 PM,99,73,43%,S,23mph,30mph,28.46in,0.0in,air / Windy,1:00 AM
19/07/2019,4:54 PM,98,74,46%,S,18mph,26mph,28.46in,0.0in,air,1:00 AM
19/07/2019,5:54 PM,97,74,47%,S,16mph,0mph,28.45in,0.0in,air,1:00 AM
19/07/2019,6:54 PM,94,75,54%,S,14mph,0mph,28.46in,0.0in,air,1:00 AM
19/07/2019,7:54 PM,90,75,61%,S,10mph,0mph,28.46in,0.0in,air,1:00 AM
19/07/2019,8:54 PM,88,74,63%,S,13mph,0mph,28.48in,0.0in,air,1:00 AM
19/07/2019,9:54 PM,87,74,65%,S,10mph,0mph,28.48in,0.0in,air,1:00 AM
19/07/2019,10:54 PM,86,72,63%,S,12mph,0mph,28.48in,0.0in,air,1:00 AM
20/07/2019,11:54 PM,85,70,61%,S,12mph,0mph,28.49in,0.0in,air,1:00 AM
20/07/2019,12:54 AM,85,69,59%,S,15mph,0mph,28.50in,0.0in,air,###############################################################################################################################################################################################################################################################
20/07/2019,1:54 AM,85,68,57%,SSW,13mph,22mph,28.49in,0.0in,air,1:00 AM
20/07/2019,2:54 AM,83,67,58%,S,16mph,24mph,28.49in,0.0in,air,1:00 AM
20/07/2019,3:54 AM,82,67,60%,S,14mph,0mph,28.48in,0.0in,air,1:00 AM
20/07/2019,4:54 AM,79,67,66%,S,12mph,0mph,28.48in,0.0in,air,1:00 AM
20/07/2019,5:54 AM,80,68,67%,S,14mph,0mph,28.48in,0.0in,air,1:00 AM
20/07/2019,6:54 AM,81,68,65%,S,16mph,0mph,28.48in,0.0in,air,1:00 AM
20/07/2019,7:54 AM,84,69,61%,S,16mph,26mph,28.49in,0.0in,air,1:00 AM
20/07/2019,8:54 AM,86,70,59%,S,17mph,0mph,28.48in,0.0in,air,1:00 AM
20/07/2019,9:54 AM,89,70,53%,SSW,13mph,21mph,28.52in,0.0in,air,1:00 AM
